,Name,Rating,Review
141,Apple iPhone 4s,1,this was my first ever iphone purchase wanted to compare the difference from android to iphone this phone in particular when got it was in shock at how fast the phone was how quick it turned on was able to connect to wifi faster then my current phone at the time bought this phone as extra side phone for wifi use mainly only games etc well spent my moneys worth really did like the browser speed when you connect to the internet and get on chrome etc the updates to the phone let you know they need to be installed did like that security on the phone was also impressed with on locking the phone and how easy it was to set it up another positive will add to this liked how fast the games played on this there were numerous games downloaded where the speed of the phone kept up with the game keno games got my quite few times lol speed of the phone seemed to keep up also when had more then 1 screen at one point had so many apps between several screens it really did not affect the speed of the phone it charges quite fast even when was using it or playing games while charging it it charges fast the camera was very good quality even for smaller camera then am use to takes some getting use to takes pictures very fast love the quality easy to figure it out one of the main features bought this for to try out was siri it worked as read as it should you press the button ask her question and she really answers it it like another person hiding in your phone lol will be buying another iphone soon they are made for quick easy access to whatever recommend this phone to anyone its well made very fast and it does last 
142,Apple iPhone 4s,0,the phone is fine but they shipped it without sim card so have to go and pay for one now thanks alot 
143,Apple iPhone 4s,1,good value for the money 
144,Apple iPhone 4s,1,took little while to activate but it works great and is in very good condition 
145,Apple iPhone 4s,1,such great phone got it six months after it came out in 2012 and just upgraded to another phone few days ago 2016 very solid and sturdy had it in rubber case that bought at the 99 cent store and dropped it many times but the screen never cracked and the home button power volume and vibration switch still work got lucky suppose new updates have made it slow though changed the battery myself twice since 2012 and it worked pretty well lasted me all day sometimes but only texted and used instagram facebook web didn game since then bought three of the same for my family as well people made fun of me for having such an old small screen fat phone compared to their iphone 6s etc but it still works just fine ll miss you my sweet fat slow prince 
146,Apple iPhone 4s,1,great phone
147,Apple iPhone 4s,0,casi un mes nada que llega el telefono irresponsables
148,Apple iPhone 4s,1,good
149,Apple iPhone 4s,1,just as described 
150,Apple iPhone 4s,0,it isn new and can be used because it is either stolen or tied to someone who is delinquent on their account 
151,Apple iPhone 4s,1,it was exactly the model wanted but it was my mistake when did not realize that it was not unlocked and my son could not use it where he is now living the sprint company does not work in the area he lives so returned the iphone just for that issue but delivery time return was also ok sorry for my mistake 
152,Apple iPhone 4s,1,the power cord was little damaged however it was shipped right away and the phone condition was accurately advertised there were no problems with getting sprint to activate the phone for me overall very pleased was reluctant as this was my first used phone purchase but relieved that everything turned out well 
153,Apple iPhone 4s,0,did not work properly they let me return it without any problems 
154,Apple iPhone 4s,1,a vendor older but ok product
155,Apple iPhone 4s,1,great shape as advertised like new not thing wrong with it 
156,Apple iPhone 4s,1,great for the price 
157,Apple iPhone 4s,1,great phone as described 
158,Apple iPhone 4s,1,everything was great thanks
159,Apple iPhone 4s,1,product was in great condition upon arrival 
160,Apple iPhone 4s,1,has worked out perfectly since its an older model we were worried that it might be missing some essential tasks such as good camera it has been more than we expected 
161,Apple iPhone 4s,1,thanks
162,Apple iPhone 4s,1,has been working awesome great phone and wonderful customer service 
163,Apple iPhone 4s,1,perfect phone hooked this up to my ring account no issues whatsoever now have cheap phone with free monthly plan that works for me couldn be happier if you need cheap plan take look at ring and see what you think uses the sprint network for service 
164,Apple iPhone 4s,1,held all expectation
165,Apple iPhone 4s,0,scratches all over the screen and it looked filthy 
166,Apple iPhone 4s,1,excelente
167,Apple iPhone 4s,0,product is okay was not like new has scratches everything else is working so far 
168,Apple iPhone 4s,0,i switched from samsung galaxy to this iphone turns out actually like the galaxy better will say one thing however about the iphone it is much more reliable than the galaxy as person who has owned several samsung phones believe me when say that the galaxy has some sort of major issue every 3 4 months and that my cellphone carrier charges me 10 month to send me refurbished phone every time the galaxy breaks this is the main reason switched to the iphone 
169,Apple iPhone 4s,0,didn work
170,Apple iPhone 4s,1,great phone in excellent condtion very happy with the purchase would definately do business with this seller again 
171,Apple iPhone 4s,0,the phone keep freezing up on me so have to go replace the phone and pay 270
172,Apple iPhone 4s,1,just as described thank you
173,Apple iPhone 4s,1,great customer service packaged professionally was checked for quality control was clear for easy sprint set up just as implied great communication when emailed concern about it arriving when was out of town they hustled and got it out to me same day and got it 3 days earlier awesome 
174,Apple iPhone 4s,1,power button stopped work after about six months but my daughter love the phone 
175,Apple iPhone 4s,0,this iphone 4s broke after 9 months of careful use 
176,Apple iPhone 4s,0,first want to say ordered iphone 4s on nov 12rd but you just gave me iphone4 
177,Apple iPhone 4s,1,always was away from iphone for many years it doesn mean that don like iphones but this is my first iphone and love it
178,Apple iPhone 4s,0,i was expecting an iphone 4s 16gb as the seller advertised however received an iphone 4 8gb was very displeased did not want to return it because was going out of town during that time and returning it would have been huge pain however the device received worked perfect and although it was not what expected it sold it to my friend and got some of the money back had horrible experience and do not know why they advertise something that is not true 
179,Apple iPhone 4s,1,it was replacement phone had lost my original iphone 4s and replaced it with the same model loved it then and love it now the seller delivered quickly and am very satisfied with his service 
180,Apple iPhone 4s,1,most people know what the iphone is all about so there no need for me to rant about the different features it has however what will say that this is true upgrade coming the blackberry torch 9850 didn upgrade because wanted to but because had to im happy ran into that obligation my choice of phones was between the 4s or the 5 wasn eligible for an upgrade until mid june of next year was force to buy phone for the full price and surprisingly both the iphone 4s and 5 were the same price 649 99 tax when compared both phone didn see any distinct feature that the 5 had over the 4s besides being faster and thinner so decided to buy the 4s from third party amazon saving me over 200 must say am very please with this phone now see why apply customer are nuts 
181,Apple iPhone 4s,0,there are few things would like to say about this 1 this item did not come in the original iphone box 2 the charger for the iphone does not work 3 when information from amazon was confusing at first during chat session the seller didn even read the pdf file attached to complaint including such confusing information and got customer service in very rude and unpleasant attitude was even threatened to be reported to amazon situation that never happened and have mails and evidence to proove it 4 got 10 usd in reward from amazon for the whole situation which does not compensate all went through conclusion still have locked phone with sprint with charger that doesnt work and my problem remains unsolved sorry but if there was chance to give medmedia246 half star or even negative rate would definetely do it 
182,Apple iPhone 4s,1,the item looks nice and compact or maybe too compact if your hands are big however applications are very practical and easy to learn 
183,Apple iPhone 4s,0,the phone was unlockable couldnt unlock the phone and it didnt really work good tired almost all the ways to unlock it but it didnt work the only way was to open new account with sprint and dont want to do that like seriously if make contract with sprint then can get new iphone for almost 200 but paid almost 450 for used onebad bad bad 
184,Apple iPhone 4s,0,got iphone it looked fine until after turned it on and the set up was complete then found that it was someones phone it still had all their text messages and contacts in it all there apps ect contacted srint to find that it is not lost or stolen and can be activated still the page said new iphone and it was not it had been activated for 4 months for 100 dollars more could have bought brand new one at retail price just be aware of what you re getting yourself into 
185,Apple iPhone 4s,0,it is not like new lier there is big huge scrach on the button lier lier lier 
186,Apple iPhone 4s,1,this seller was extremely helpful and willing to put in much appreciated extra effort so that would have my phone shipped to me quickly would recommend buying any product from this seller because they are trust worthy helpful and extremely kind had my phone expedited to me and it was no hassle or argument everything went smoothly and am very very happy 
187,Apple iPhone 4s,1,why you take from my credit carte yhe amente of 360 dollarsi send to you your apple phone because this ulockedand you telle me okwahts this
188,Apple iPhone 4s,0,i chose 3 stars because they are new but both iphones does not have headphone would be very good if they were 
189,Apple iPhone 4s,0,have trouble with it taking off the zagg covers case friendly ones unfortunatly it will have to go but liked it other than that 
190,Apple iPhone 4s,0,i bought this phone considereing could unlock it since live in brazil rio de janeiro and there is no sprint here very sad the phone does not activate unless have sprint account 
191,Apple iPhone 4s,0,did not work upon opening it blamed me for it not working had to pay for shipping back and restock fee so basically paid 100 for phone that shipped back that never worked 
192,Apple iPhone 4s,1,the order arrived on time the phone was in great condition it was with the right carrier it came in the original box with all parts included and it had clean esn perfect 
193,Apple iPhone 4s,0,the description of the phone said it was new but the box was open and the charger was used the phone it self looked new and it word greate can complain over all 
194,Apple iPhone 4s,1,i bought this used for less than 300 bucks and it came with the box and accessories and was in mint condition it was christmas gift so was worried what it would look like but it looks brand new the esn was clean and we activated it just fine 
195,Apple iPhone 4s,1,i just got this today and it looks brand new thank you so much nothing wrong at all with it very clean
196,Apple iPhone 4s,0,the phone did not work at all wouldn even turn on 
197,Apple iPhone 4s,1,works great arrived timely and activated no problems thanks
198,Apple iPhone 4s,1,great replacement phone shipment arrived on time in excellent condition and with all the accessories 
199,Apple iPhone 4s,1,worked great
200,Apple iPhone 4s,1,my speaker at the bottom is broken and there are some chips and dings that wasn notified on but over all love my new phone 
201,Apple iPhone 4s,1,so far so good
202,Apple iPhone 4s,1,has worked perfectly but did not totally seem to be brand new appeared to be refurbished but have no proof of that the phone looks great works great am enjoying it immensely 
203,Apple iPhone 4s,1,the phone was great in new condition we were very pleased 
204,Apple iPhone 4s,0,knock off product think screen seal failed shortly after purchasing and the screen protector was definitely not like past ones bought had dots all over it
205,Apple iPhone 4s,0,after 6 months having to this iphone 4s have had to change the battery twice which was 40 dollars each time also have had to many over heating speakers didn work and had to change twice as well
206,Apple iPhone 4s,0,it didn lock to sprint 
207,Apple iPhone 4s,0,this phone are unlocked for worldwild buy it and no working for venezuela don know what happened please answer me
208,Apple iPhone 4s,1,showed up in great condition exactly what was expecting 
209,Apple iPhone 4s,0,it was not locked to sprint it was locked to verizon 
210,Apple iPhone 4s,1,i don really care for the apple products because they are so hard to get your account set up for the app store but my daughter thought she needed iphone and guess they work pretty well
211,Apple iPhone 4s,0,worse
212,Apple iPhone 4s,1,everything came as he said thank you
213,Apple iPhone 4s,0,other than the fact that sprint service is almost nonexistent where live the main feature that was wrong with the phone was the volume you had to be very close to the phone in order to hear it and inerdz still made me pay to ship it back 
214,Apple iPhone 4s,1,great phone worked without issue for quite while eventually the screen stopped adjusting when turn it on its side but whatever it an old phone at this point highly recommended 
215,Apple iPhone 4s,0,screen scratches
216,Apple iPhone 4s,1,i bought my son replacement phone and when it arrived it was in great shape it look like new phone 
217,Apple iPhone 4s,0,sprint would not activate the phone they said it was lost or stolen the phone was in great shape when received it but could not be activated looked for phone to call to see if was doing something wrong but could not find one hope the return process goes well 
218,Apple iPhone 4s,1,there a little blurry spot at bottom of screen didn like that being on the screen not perfect 
